"Date","BRG1665","BRG1666","BRG1667","BRG1668","BRG1669","BRG1670","BRG1671","BRG1672","BRG1673","BRG1674","BRG1675","BRG1676","BRG1677","BRG1678","BRG1679","BRG1680","BRG1681","BRG1682","BRG1683","BRG1684","BRG1685","BRG1686","BRG1687","BRG1688","BRG1689","BRG1690","BRG1691","Total","year","year_month"
2017-04-01,110.21,781.42,37.51,1726.38,284.97,2237.41,331.62,89.35,336.87,125.48,197.62,134.31,313.95,398.89,292.4,107.25,81.59,128.03,152.03,9.3,129.44,65.18,15.97,433.3,1993.23,58.18,107.56,317.63,2017,"2017-04"
2017-05-01,137.67,1001.18,39.72,2072.19,338.08,2762.74,450.01,130.42,437.09,166.96,246.99,180.45,432.06,460.84,309.77,146.86,102.61,158.55,203,11.46,180.93,64.13,14.93,638.85,2989.38,77.3,142.03,425.22,2017,"2017-05"
2017-06-01,106.29,705.64,37.32,1702,261.38,2263.14,349.15,99.41,338.49,113.42,191.5,133.81,352.47,370.35,247.9,104.27,80.22,131.92,188.59,8.95,143.87,43.92,11.29,428.71,2087.54,52.56,93.2,322.86,2017,"2017-06"
2017-07-01,85.66,855.41,36.46,1685.44,257.52,2378.9,301.32,97.6,353.25,120.87,174.65,134.52,358.07,357.28,302.37,116.16,83.55,139.09,190.12,10.61,139.94,41.39,12.56,429.69,2168.37,58.29,77.99,332.66,2017,"2017-07"
2017-08-01,99.45,912.5,46.44,1675.95,270.01,2246.31,331.72,107.56,381.19,143.13,236.19,134.49,376.57,476.37,311.68,132.18,85.06,148.93,195.72,11.6,153.56,46.75,18.58,435.44,2024.43,59.79,119.54,352.76,2017,"2017-08"
2017-09-01,222.6,2026.85,120.89,3761.19,641.47,4960.88,661.93,210.38,742.6,404.36,400.74,280.83,598.38,1081.55,849.42,214.64,204.69,317.87,376.84,35.13,273.64,63.91,16.72,841.57,4828.19,146.72,231.54,737.49,2017,"2017-09"
2017-10-01,104.39,912.47,46.12,1860.76,276,2346.43,302.09,101.54,317.65,144.06,184.69,124.73,339.47,447.71,282.59,109.38,85.82,144.48,185.91,10.49,141.15,43.64,16.65,449.04,2100.32,58.99,113.31,337.5,2017,"2017-10"
2017-11-01,100.88,900.52,43.01,1896.02,249.35,2365.12,273.64,89.81,332.61,121.85,178.49,129.69,309.9,395.43,264.19,134.35,76.16,134.08,158.74,9.72,152.65,41.58,13.48,489.34,1899.32,55.4,96.87,317.46,2017,"2017-11"
2017-12-01,87.34,582.23,32.14,1343.95,174.13,1736.69,262.38,71.41,239.21,83.27,139.63,93.96,259.31,285.39,181.75,88.04,59.84,88.91,136.85,7.57,116.05,32.04,8.1,290.34,1539.6,41.7,79,241.71,2017,"2017-12"
2018-01-01,115.15,930.63,51.97,2411.53,324.05,3104.23,492.16,115.82,503.87,167.35,217.46,183.09,534.58,507.61,342.54,157.24,93.04,175.91,222.45,12.55,184.84,64.62,16.94,541.69,2488.41,70.17,142.66,422.97,2018,"2018-01"
2018-02-01,97.5,739,43.6,1601.46,224.55,2038.79,307.3,77.14,304.4,120.58,168.06,123.91,325.49,374,239.11,110.89,70.72,119.29,136.25,9,142.97,42.5,16.14,438.78,1471.14,52.82,84.67,283.76,2018,"2018-02"
2018-03-01,116.69,786.07,49.16,2009.82,225.68,2029.79,302.78,92.68,350.19,141.1,180.51,131.54,340.6,493.14,267.26,118.61,74.71,126.17,157.09,9.53,146.04,48.62,20.49,435.33,1821.73,53.08,99.34,319.99,2018,"2018-03"
2018-04-01,126.56,969.62,45.36,2435.93,282.19,2626.01,397.36,108.23,422.95,155.47,203.52,152.11,382.55,454.67,285.73,131.54,84.71,145.64,183.58,11.69,165.87,51.78,15.85,503.81,2047.82,66.75,110.68,360.61,2018,"2018-04"
2018-05-01,99.46,900.17,33.2,1156.83,250.69,2201.89,356.15,111.95,342.66,121.79,192.13,163.33,375.08,289.8,263.1,130.29,78.43,119.14,189.69,10.12,139.88,47.39,14.79,580.21,2684.1,60.75,89.69,352.52,2018,"2018-05"
2018-06-01,96.92,737.96,37.34,1531.95,229.6,2191.98,390.28,62.51,297.41,117.78,187.29,152.85,404.91,341.18,235.42,120.74,82.89,112.67,202.01,9.62,147.47,49.14,11.48,422.84,2427.92,55.72,72.59,336.22,2018,"2018-06"
2018-07-01,124.21,1105.07,50.53,2689.07,349.96,2734.52,469.31,134.83,460.59,162.05,241.61,183.48,505.47,493.66,372.68,143.29,111.05,169.36,160.79,16.33,219.07,62.59,14.76,571.62,3123.58,88.28,118.5,442.83,2018,"2018-07"
