"Date","BRG1665","BRG1666","BRG1667","BRG1668","BRG1669","BRG1670","BRG1671","BRG1672","BRG1673","BRG1674","BRG1675","BRG1676","BRG1677","BRG1678","BRG1679","BRG1680","BRG1681","BRG1682","BRG1683","BRG1684","BRG1685","BRG1686","BRG1687","BRG1688","BRG1689","BRG1690","BRG1691","Total","year","year_month"
2016-09-01,172.38,1424.25,495.64,645.88,534.83,5142.96,1004.73,237.61,757.27,250.38,1630.28,264.19,119.6,702.74,519.45,327.65,44.82,780.78,317.09,21.87,55.23,50.09,368.32,950.76,234.82,3003.12,198.81,735.42,2016,"2016-09"
2016-10-01,37.93,652.47,207.23,236.88,282.77,2133.32,563.61,145.87,346.66,87.97,717.05,135.51,59.95,201.67,237.01,254.21,12.27,420.48,149.75,8.2,25.92,51.72,150.22,451.28,145.52,1608.98,97.25,368.78,2016,"2016-10"
2016-11-01,58.91,856.22,255.88,263.82,274.41,2470.06,510.33,193.95,324.16,109.67,821,151.75,64.32,305.2,266.49,210.75,19.29,480.17,152.23,8.54,25.3,45.35,179.83,501.75,137.98,1737.87,114.29,394.81,2016,"2016-11"
2016-12-01,43.25,601.58,158.08,231.22,221.73,1941.72,1046.71,194.28,291.36,57.38,660.03,96.36,50.1,220.78,214.63,128.54,16.24,346.23,132.03,6.44,23.89,32.31,121.5,358.67,120.01,1473.61,65.53,319.36,2016,"2016-12"
2017-01-01,67.7,772.73,258.72,275.16,261.23,2343.55,485.67,131.57,366.91,129.93,1166.14,171.21,77.17,396.95,328.06,137.78,21.72,569.81,163.98,8.55,38.58,38.21,143.85,568.59,110.71,1768.51,125.32,403,2017,"2017-01"
2017-02-01,64.3,706.4,229.16,236.72,242.83,2028.1,396.34,49.17,332.92,121.58,1041.32,167.16,66.24,333.35,313.21,140.88,19.15,475.96,146.94,8.61,37.49,44.61,109.03,472.69,96.52,1369.6,113.66,343.8,2017,"2017-02"
2017-03-01,80.22,869.36,331.25,277.33,313.61,2314.42,529.38,80.99,436.05,191.79,1518.25,193.24,88.41,477.28,369.35,147.42,23.86,644.17,163.68,10.08,45.7,45.3,159.47,599.09,128.59,1745.23,116.48,446.53,2017,"2017-03"
2017-04-01,64.11,672.95,233.19,275.49,305.44,2141.53,375.51,97.49,311.33,137.11,1066.51,145.95,70.37,339.01,300.82,109.78,14.8,466.48,122.8,7.23,45.88,23.03,109.27,453.8,104.11,1321.17,100.48,338.21,2017,"2017-04"
2017-05-01,76.37,672.12,255.88,243.76,307.33,2328.13,403.05,165.01,380.99,159.96,1189.88,161.47,78.95,369.78,289.98,135.27,17.18,534.79,160.82,7.62,46.56,35.54,144.38,587.58,121.9,1647.38,130.65,402.76,2017,"2017-05"
2017-06-01,75.11,688.12,251.29,254.88,270.95,2288.31,353.14,105.01,372,121.69,959.11,123.54,68.3,356.14,273.27,98.64,17.18,449.97,150.45,7.24,36.53,28.88,139.29,482.36,112.63,1383.36,115.53,343.44,2017,"2017-06"
2017-07-01,63.22,789.9,238.23,260.39,272.8,2117.74,265.31,110.67,303.07,120.59,870.73,137.1,62.55,309.44,271.25,118.12,15.5,414.5,149.92,9.67,29.53,28.71,126.18,465.03,108.73,1320.23,99.25,331.98,2017,"2017-07"
2017-08-01,84.66,708.64,238.18,313.06,276.62,2270.66,115.16,101.53,335.39,125.31,946.42,134.89,87.61,362.97,272.61,106.96,16.12,511.23,139.69,9.64,34.45,22.2,157.37,479.65,107.29,1264.27,112.82,342.14,2017,"2017-08"
